,EntityKey,CommitteeID,CommitteeName,CommitteeAddress,CommitteeCity,CommitteeState,CommitteeZip,CommitteeType,CommitteeTypeDesc,MostRecentOrganizationDate,MostRecentSupportCandidateId,MostRecentOpposeCandidateId,InsertDate,UpdateDate
322,32727,99CAC00372,COMMITTEE TO RE-ELECT DICK GALUSHA (DISSOLVED),"12005 N. 34TH AVENUE,",OMAHA,NE,68112,C,Candidate Committee,1998-10-28,,,,
323,32728,99CAC00373,KATHY WILMOT FOR STATE BOARD OF EDUCATION,"P.O. Box 165, 121 10th Street,",BEAVER CITY,NE,68926,C,Candidate Committee,1998-10-28,99FIS05659,,,
324,32729,99CAC00374,COMMITTEE TO ELECT BILL MERRILL,"1814 32nd Street,",COLUMBUS,NE,68601,C,Candidate Committee,1998-10-29,99FIS00368,,,
325,32730,99CAC00375,JAMES W. ANDERSON POLITICAL COMMITTEE (DISSOLVED),"2620 SECOND AVE., P.O. BOX 188,",KEARNEY,NE,68848,C,Candidate Committee,1998-10-30,,,,
326,32731,99CAC00376,PHILIP TROESTER FOR STATE SCHOOL BOARD,"908 S. U Road,",HAMPTON,NE,68843,C,Candidate Committee,1998-11-02,99FIS00369,,,
327,32732,99CAC00377,ROSSELL FOR COUNTY CLERK,"44 So. Elder Ave.,",NORTH PLATTE,NE,69101,C,Candidate Committee,1998-11-09,99FIS00370,,,
328,32733,99CAC00378,BALDWIN FOR MAYOR COMMITTEE (DISSOLVED),101 WEST MISSION AVE,BELLEVUE,NE,68005,C,Candidate Committee,1998-11-10,,,,2021-08-09 09:31:24.980
329,32734,99CAC00379,KATHRYN PILLER CAMPAIGN (DISSOLVED),"16429 HOLMES ST.,",OMAHA,NE,68135,C,Candidate Committee,1998-11-13,99FIS00372,,,2021-08-09 09:31:24.980
330,32735,99CAC00380,KEITH HELMS FOR SHERIFF,"2706 T,",AUBURN,NE,68305,C,Candidate Committee,1998-11-23,99FIS07027,,,
331,32736,99CAC00381,COMMITTEE TO ELECT FRED DENKER COUNTY COMMISSIONER,"2471 Perry Street,",EMERSON,NE,68733,C,Candidate Committee,1998-10-21,99FIS00374,,,
332,32796,99CAC00471,ANGELIKA T.L. BYORTH FOR STATE SENATOR (DISSOLVED),3027 PLYMOUTH AVE,LINCOLN,NE,68502,C,Candidate Committee,2000-04-24,99FIS07912,,,
333,32797,99CAC00472,MEYER FOR LEGISLATURE,1202 KINGWOOD ST,STANTON,NE,68779,C,Candidate Committee,2000-04-24,99FIS08076,,,
334,32798,99CAC00473,MAUK ELECTION CAMPAIGN (DISSOLVED),1300 TAYLOR,NORFOLK,NE,68701,C,Candidate Committee,2000-04-24,99FIS08295,,,
335,32799,99CAC00474,PHIL ODOM FOR LEGISLATURE,514 UNIVERSITY AVE.,HASTINGS,NE,68901,C,Candidate Committee,2000-04-25,99FIS08296,,,2020-11-09 13:16:19.600
336,73781,21CAC02851,MATT WILLIAMS FOR REGENT INC,900 LAKE AVENUE PO BOX 81,GOTHENBURG,NE,69138,C,Candidate Committee,2021-07-15,13FIS12730,,2021-08-09 09:31:18.420,
337,73782,21CAC02852,STU DORNAN FOR LEGISLATURE,1321 S 96TH STREET,OMAHA,NE,68124,C,Candidate Committee,2021-07-26,99FIS08288,,2021-08-09 09:31:18.420,
338,73793,21CAC02853,HUDSON FOR SHERIFF 2022 (WAYNE),6501 N 102ND AVENUE,OMAHA,NE,68122,C,Candidate Committee,2021-08-03,21FIS15391,,2021-08-09 09:31:18.420,
339,73794,21IRC00553,AMERICA'S FAMILIES PAC,1904 FARNAM STREET STE 624,OMAHA,NE,68102,R,Independent Reporting Committee,2021-06-09,,,2021-08-09 09:31:18.420,
340,32800,99CAC00475,CARROLL FOR COMMISSIONER,245 ANTHONY LANE,LINCOLN,NE,68520,C,Candidate Committee,2000-04-26,99FIS08060,,,
341,32801,99CAC00476,DAVIS FOR EDUCATION,1116 S 2ND ST STE 101,NEBRASKA CITY,NE,68410,C,Candidate Committee,2000-04-26,99FIS08111,,,
342,32828,99CAC00511,MOORE FOR LEGISLATURE (NOW MOORE FOR SECRETARY OF,306 EAST 7TH STREET,YORK,NE,68467,C,Candidate Committee,1986-02-19,99FIS00236,,,2021-08-09 09:31:24.980
343,32829,99CAC00512,MAURSTAD FOR LEGISLATURE (NOW LT. GOVERNOR),1300 JEFFERSON PO BOX 725,BEATRICE,NE,68310,C,Candidate Committee,1994-01-14,99FIS05536,,,2021-08-09 09:31:24.980
344,32830,99CAC00513,WARNER FOR LEGISLATURE (DISSOLVED),1140 COACHMAN&#39;S DRIVE,LINCOLN,NE,68510,C,Candidate Committee,1980-09-26,99FIS03114,,,2021-08-09 09:31:24.980
345,32831,99CAC00514,LAMBERTY FOR MAYOR (DISSOLVED),745 N. 120TH STREET,OMAHA,NE,68154,C,Candidate Committee,1996-12-02,99FIS00519,,,2021-08-09 09:31:24.980
346,32832,99CAC00515,WHITEFOOT FOR NPPD COMMITTEE,3100 N. 68TH STREET,LINCOLN,NE,68507,C,Candidate Committee,1996-10-24,99FIS06188,,,2021-08-09 09:31:24.980
347,32833,99CAC00517,CONNIE DAY FOR LEGISLATURE,P O BOX 1187,NORFOLK,NE,68702,C,Candidate Committee,1992-09-03,99FIS05206,,,2021-08-09 09:31:24.980
348,32834,99CAC00518,FISHER FOR LEGISLATURE (DISSOLVED IN 1998),1203 W. 2ND STREET,GRAND ISLAND,NE,68801,C,Candidate Committee,1992-02-05,99FIS05037,,,2021-08-09 09:31:24.980
349,32835,99CAC00519,KLEIN FOR LEGISLATURE,BOX 340,BATTLE CREEK,NE,68715,C,Candidate Committee,1995-12-29,99FIS05185,,,2021-08-09 09:31:24.980
350,32836,99CAC00520,ROBERT SIVICK FOR LEGISLATURE,"1001 FARNAM STREET, #300",OMAHA,NE,68102,C,Candidate Committee,1996-04-17,99FIS06239,,,2021-08-09 09:31:24.980
351,32837,99CAC00522,YOAKUM FOR LEGISLATURE (DISSOLVED),PO BOX 41,MALCOLM,NE,68402,C,Candidate Committee,1996-04-08,99FIS06230,,,2021-08-09 09:31:24.980
352,32838,99CAC00523,HATCHER FOR COUNCIL,101 MARTIN DRIVE,BELLEVUE,NE,68005,C,Candidate Committee,2000-10-04,,,,
353,32839,99CAC00524,HEINTZMAN FOR LEGISLATURE,5076 OAKS LANE,OMAHA,NE,68137,C,Candidate Committee,1996-04-01,99FIS06255,,,2021-08-09 09:31:24.980
354,32840,99CAC00525,DAVID FRIEND FOR MUD (DISSOLVED),4804 N 142ND STREET,OMAHA,NE,68164,C,Candidate Committee,2000-10-13,99FIS08095,,,
355,32841,99CAC00526,FRANKLIN THOMPSON FOR CITY COUNCIL COMMITTEE,1025 BEVERLY DRIVE,OMAHA,NE,68114,C,Candidate Committee,2000-10-20,99FIS08380,,,2021-02-08 13:31:05.740
356,32842,99CAC00527,TOM PRICE FOR NRD DISTRICT#5,PO BOX 80638,LINCOLN,NE,68501,C,Candidate Committee,2000-10-23,99FIS08548,,,
357,32843,99CAC00528,COMMITTEE TO ELECT CHRIS RODGERS,2616 N 32ND AVENUE,OMAHA,NE,68111,C,Candidate Committee,2000-10-24,99FIS09481,,,
358,32844,99CAC00530,PATRICK LEAHY FOR METRO COLLEGE (DISSOLVED),16528 SPRING CIRCLE,,,681302040,C,Candidate Committee,2000-10-27,99FIS08386,,,2021-08-09 09:31:24.980
359,32845,99CAC00531,GARDNER FOR NRD COMMITTEE,13911 MANDERSON PLZ. #208,OMAHA,NE,68164,C,Candidate Committee,2000-11-01,99FIS08390,,,
360,32846,99CAC00535,WERNER FOR CITY COUNCIL,PO BOX 67092,LINCOLN,NE,68506,C,Candidate Committee,2000-11-06,99FIS08424,,,
361,32847,99CAC00536,BROTHER LOVE FOR LEGISLATURE,123 ANYWHERE,LINCOLN,NE,68510,C,Candidate Committee,2001-01-01,99FIS08403,,,2020-11-23 13:18:28.173
362,32848,99CAC00538,RANGER RICK FOR REGENT,123 ANYWHERE,LINCOLN,NE,68508,C,Candidate Committee,2001-01-05,99FIS08405,,,
363,32849,99CAC00539,FRIENDS SUPPORTING BOB WHITEHOUSE (2000 DISSOLVED),1103 MACKENSEY DRIVE,PAPILLION,NE,68046,C,Candidate Committee,2000-03-21,,,,2021-01-25 13:23:54.743
364,32850,99CAC00540,LIZ KARNES FOR REGENT,308 SOUTH 93RD STREET,OMAHA,NE,68114,C,Candidate Committee,2001-01-19,99FIS00210,,,2021-02-08 13:31:05.740
365,32877,99CAC00568,TAXPAYERS FOR MILLS (2002),5146 PINE ST,OMAHA,NE,68106,C,Candidate Committee,2001-10-31,99FIS00071,,,
366,32878,99CAC00569,VICKIE MCDONALD FOR LEGISLATURE (DISSOLVED),PO BOX 76 RT 2 BOX 99,BOELUS,NE,68820,C,Candidate Committee,2001-11-08,99FIS08539,,,
367,32879,99CAC00570,COMMITTEE TO RETAIN LEE POLIKOV COUNTY ATTORNEY,1246 GOLDEN GATE DR,PAPILLION,NE,68046,C,Candidate Committee,2001-11-08,99FIS08291,,,2021-01-25 13:23:54.743
368,32880,99CAC00571,MEISTER FOR ATTORNEY GENERAL (DISSOLVED),2426 THIRD AVE,SCOTTSBLUFF,NE,69361,C,Candidate Committee,2002-01-15,99FIS08595,,,
369,32881,99CAC00572,JERRY SCHMITT LEGISLATIVE COMMITTEE,1ST & C ST PO BOX 6,NORTH LOUP,NE,68859,C,Candidate Committee,2002-01-18,99FIS05020,,,
370,32882,99CAC00574,KOVARIK FOR LEGISLATURE,620 S. 35TH ST. # 12,OMAHA,NE,68105,C,Candidate Committee,2002-01-22,99FIS08635,,,
371,32883,99CAC00576,CITIZENS FOR TAMI ROBINSON (DISSOLVED),2622 NOTTINGHAM COURT,LINCOLN,NE,68512,C,Candidate Committee,2002-01-24,99FIS08432,,,
372,32884,99CAC00577,COMMITTEE TO ELECT MIKE LEAHY (DISSOLVED),11945 MIRACLE HILLS DR #21,OMAHA,NE,68154,C,Candidate Committee,2002-01-28,99FIS08655,,,
373,32885,99CAC00578,SCHORR FOR COUNTY COMMISSIONER,6730 HICKORY CREST CIR,LINCOLN,NE,68516,C,Candidate Committee,2002-01-30,99FIS08678,,,
374,32886,99CAC00579,MIKE FRIEND FOR LEGISLATURE,8990 WEST DODGE RD #220,OMAHA,NE,68114,C,Candidate Committee,2002-02-04,99FIS08639,,,2021-02-08 13:31:05.740
375,32887,99CAC00580,BYRD FOR STATE TREASURER,8237 COUNTY RD 13,,,68002-0000,C,Candidate Committee,2002-02-15,99FIS06916,,,2021-08-09 09:31:24.980
376,32888,99CAC00581,STORMY FOR GOVERNOR CAMPAIGN COMMITTEE (DISSOLVED),"451 S. 16TH STREET, #211",BLAIR,NE,68008,C,Candidate Committee,2002-02-21,99FIS00351,,,
377,32889,99CAC00582,HOWARD HAWKS FOR REGENT,14302 FNB PARKWAY,OMAHA,NE,68154,C,Candidate Committee,2002-02-25,99FIS08821,,,
378,32890,99CAC00583,TONY OJEDA FOR LEGISLATURE,6211 O ST STE B,LINCOLN,NE,68510,C,Candidate Committee,2002-02-25,99FIS08671,,,2020-11-23 13:18:28.173
379,32891,99CAC00584,SYNOWIECKI FOR LEGISLATURE (DISSOLVED),2451 S 27TH AVE,OMAHA,NE,68105,C,Candidate Committee,2002-02-28,99FIS08756,,,
380,32892,99CAC00585,COMMITTEE TO RE-ELECT JERRY RYAN,113 MARTIN DR,BELLEVUE,NE,68005,C,Candidate Committee,2002-03-01,99FIS00320,,,
381,32897,99CAC00590,JERRY VAP FOR PUBLIC SERVICE COMMISSION,1302 NORRIS AVE,MCCOOK,NE,69001,C,Candidate Committee,2002-03-21,99FIS08537,,,
382,32898,99CAC00591,COMMITTEE TO ELECT DON BRUNKEN,17127 WEIR ST,OMAHA,NE,68135,C,Candidate Committee,2002-03-21,99FIS09018,,,
383,32925,99CAC00618,LOUDEN FOR LEGISLATURE,PO BOX 100,ELLSWORTH,NE,69340,C,Candidate Committee,2002-09-09,99FIS09235,,,
384,32926,99CAC00619,ARNOLD STUTHMAN CAMPAIGN FUND (DISSOLVED),24160 310TH ST,PLATTE CENTER,NE,68653,C,Candidate Committee,2002-09-12,99FIS05636,,,
385,32927,99CAC00620,ANNE MCGUIRE FOR OPPD,200 SOUTH 31ST AVE #4600,OMAHA,NE,68131,C,Candidate Committee,2002-09-17,99FIS06263,,,
386,32928,99CAC00621,MARTINEZ FOR SCHOOL BOARD,4530 T ST,OMAHA,NE,68117,C,Candidate Committee,2002-09-18,99FIS09260,,,
387,32929,99CAC00622,KATHY WILMOT FOR STATE BOARD OF EDUCATION (2002),PO BOX 305   607 DANIELS,HAYES CENTER,NE,69032,C,Candidate Committee,2002-09-20,99FIS05659,,,
388,32930,99CAC00623,JOEL JOHNSON FOR LEGISLATURE (DIST #37) (DISSOLVED,322 W 39TH ST,KEARNEY,NE,68845,C,Candidate Committee,2002-10-10,99FIS09208,,,
389,32931,99CAC00624,SCOTT SCHEIERMAN FOR LEGISLATURE,2231 RD 314,SUTTON,NE,68979,C,Candidate Committee,2002-10-16,99FIS08145,,,
390,32932,99CAC00625,MEDCALF FOR COUNTY CLERK (2002) (DISSOLVED),1611 BUCKINGHAM DRIVE,LINCOLN,NE,68506,C,Candidate Committee,2002-10-17,99FIS00066,,,
391,32933,99CAC00626,MEYER FOR EDUCATION COMMITTEE,1580 HWY 281,ST. PAUL,NE,68873,C,Candidate Committee,2002-10-23,99FIS07951,,,
392,32934,99CAC00627,CAROLYN T. GREEN CAMPAIGN (DISSOLVED),5401 LARIMORE AVE,OMAHA,NE,68104,C,Candidate Committee,2002-10-21,99FIS09264,,,
393,32935,99CAC00628,ROSBERG FOR GOVERNOR,87288 343 AVE,WAUSA,NE,68786,C,Candidate Committee,2002-10-28,99FIS08748,,,
394,32936,99CAC00629,JAMES BLINN FOR MAYOR,117 N. JEFFERSON STREET,PAPILLION,NE,68046,C,Candidate Committee,2002-10-21,99FIS09265,,,2021-01-25 13:23:54.743
395,32937,99CAC00630,KRATKY SCHOOL BOARD COMMITTEE (DISSOLVED),1204 N. 101ST CIR,OMAHA,NE,68114,C,Candidate Committee,2002-11-04,99FIS00225,,,2021-02-08 13:31:05.740
396,32938,99CAC00632,NANCY WAITE FOR CITY COUNCIL,P.O. BOX 38-116 NORTH DEWEY STREETNORTH PLATTEE,NORTH PLATTE,NE,69101,C,Candidate Committee,2002-11-12,99FIS09273,,,
397,32939,99CAC00633,CAL ALLYN CAMPAIGN COMMITTEE (DISSOLVED),1105 ANGUS DR,NORFOLK,NE,68701,C,Candidate Committee,2002-11-14,99FIS09275,,,
398,32940,99CAC00634,JOHN STRAWN FOR CITY COUNCIL,316 PIERCE STREET,PAPILLION,NE,68046,C,Candidate Committee,2002-11-20,99FIS09278,,,2021-01-25 13:23:54.743
399,32941,99CAC00635,STRAND FOR CITY COUNCIL,"233 SOUTH 13TH STREET, STE 800",LINCOLN,NE,68508,C,Candidate Committee,2002-12-16,99FIS09284,,,
400,32942,99CAC00636,RAY MOSSEY FOR LEGISLATURE,1727 SCARBOROUGH DRIVE,BELLEVUE,NE,68123,C,Candidate Committee,2002-12-24,99FIS09277,,,
401,32943,99CAC00637,MESSMAN FOR COUNTY CLERK,1206 22ND ST,AURORA,NE,68818,C,Candidate Committee,2002-12-31,99FIS08555,,,
402,32944,99CAC00639,NEWMAN FOR COUNCIL (DISSOLVED),935 ROBERT RD,LINCOLN,NE,68510,C,Candidate Committee,2003-01-28,99FIS07876,,,2020-11-23 13:18:28.173
403,32945,99CAC00640,DONALDSON FOR CITY COUNCIL (DISSOLVED),1101 CORNHUSKER HWY,LINCOLN,NE,68521,C,Candidate Committee,2003-02-20,99FIS05252,,,
404,32946,99CAC00641,BECK FOR CITY COUNCIL,524 SAILSIDE DR,LINCOLN,NE,68528,C,Candidate Committee,2003-03-10,,,,
405,32947,99CAC00642,SENG FOR MAYOR,2801 CORNHUSKER HWY C/O RICK HOPPE,LINCOLN,NE,68503,C,Candidate Committee,2003-03-11,99FIS00016,,,
406,32973,99CAC00674,METZ FOR LEGISLATURE,319 SOUTH 51ST STREET,OMAHA,NE,68132,C,Candidate Committee,2004-04-12,99FIS09606,,,
407,32974,99CAC00675,FAMILIES FOR BURCAW (DISSOLVED),1414 S. 48TH ST.,OMAHA,NE,68106,C,Candidate Committee,2004-04-13,99FIS09762,,,
408,32975,99CAC00676,HERGERT FOR REGENT,110465 CR 17,MITCHELL,NE,69357,C,Candidate Committee,2004-04-13,99FIS09517,,,
409,32976,99CAC00678,COMMITTEE TO ELECT MARK MCCOLLEY,3476 GOLDEN EAGLE CIRCLE,BLAIR,NE,68008,C,Candidate Committee,2004-04-16,99FIS09764,,,
410,32977,99CAC00679,COMMITTEE TO ELECT JOHN T. GREEN,2606 NORTH 81ST,OMAHA,NE,68134,C,Candidate Committee,2004-04-20,99FIS09635,,,
411,32978,99CAC00680,COMMITTEE TO ELECT ALLEN C. JOHNSON,955 N. 28TH AVE,OMAHA,NE,68131,C,Candidate Committee,2004-04-21,99FIS09488,,,
412,32979,99CAC00681,MARTIN FOR MAYOR,101 SOUTH CHESTNUT; P.O. BOX 1269,,,691031269,C,Candidate Committee,2004-04-22,99FIS09760,,,2021-08-09 09:31:24.980
413,32980,99CAC00682,MARK DRAPER FOR SCHOOL BOARD,1316 S. 98TH STREET,OMAHA,NE,68124,C,Candidate Committee,2004-04-23,99FIS09765,,,
414,32981,99CAC00683,JIM HALFERTY FOR STATE BOARD OF EDUCATION (DISSOLV,84471 558TH AVENUE,NORFOLK,NE,68701,C,Candidate Committee,2004-05-05,99FIS09562,,,
415,32982,99CAC00684,SCHEER FOR STATE BOARD OF EDUCATION (04 DISSOLVED),P.O. BOX 16,NORFOLK,NE,68702,C,Candidate Committee,2004-05-06,99FIS09502,,,
416,32983,99CAC00685,RICK ERDEI FOR COUNTY BOARD,4635 N. 78TH AVENUE,OMAHA,NE,68134,C,Candidate Committee,2004-05-12,99FIS09578,,,
417,32984,99CAC00686,COMMITTEE TO ELECT LAVON HEIDEMANN (LEGISLATURE)(D,215 MAIN STREET,STEINAUER,NE,68441,C,Candidate Committee,2004-05-14,99FIS09526,,,
418,32985,99CAC00687,KOPPLIN FOR LEGISLATURE,21760 HILLTOP AVENUE,GRETNA,NE,68028,C,Candidate Committee,2004-05-18,99FIS09559,,,
419,32986,99CAC00688,VIRGIL FROEHLICH FOR NPPD BOARD,1900 NORFOLK AVENUE,NORFOLK,NE,68701,C,Candidate Committee,2004-05-20,99FIS09468,,,
420,32987,99CAC00689,COMMITTEE TO ELECT ED MAY,412 N. 85TH STREET,OMAHA,NE,68114,C,Candidate Committee,2004-05-24,99FIS09778,,,2021-02-08 13:31:05.740
421,32503,99CAC00146,BLANKENSHIP FOR COUNCIL COMMITTEE (DISSOLVED),"2100 AVENUE A,",KEARNEY,NE,68847,C,Candidate Committee,1996-04-15,99FIS00147,,,
422,32528,99CAC00171,COMMITTEE TO ELECT BEV PETERSON,"108 South Park Avenue,",OAKLAND,NE,68045,C,Candidate Committee,1996-10-31,99FIS00172,,,
423,32529,99CAC00172,CHRIS PETERSON FOR STATE LEGISLATURE,"1314 South Harrison,",GRAND ISLAND,NE,68803,C,Candidate Committee,1996-01-10,99FIS04977,,,
424,32530,99CAC00173,KIM PETERSON FOR STATE BOARD OF EDUCATION,"1521 SW 14th Street,",LINCOLN,NE,68522,C,Candidate Committee,1996-04-23,99FIS06268,,,
425,32531,99CAC00174,RICHARD PIERCE,"33360 Hwy 183,",MILLER,NE,68858,C,Candidate Committee,1996-11-14,99FIS00175,,,
426,32532,99CAC00175,CAROL MCBRIDE PIRSCH FOR DOUGLAS COUNTY BOARD,"4223 Aurora Drive,",OMAHA,NE,68134,C,Candidate Committee,1996-02-28,99FIS03107,,,
427,32533,99CAC00176,PIRSCH FOR LEGISLATURE (DISSOLVED 1999),"4223 AURORA DRIVE,",OMAHA,NE,68134,C,Candidate Committee,1978-03-14,99FIS03107,,,2021-08-09 09:31:24.980
428,32534,99CAC00177,LINDA POOLE FOR MILLARD SCHOOL BOARD,"5054 S. 171st Avenue,",OMAHA,NE,68135,C,Candidate Committee,1996-10-07,,,,
429,32535,99CAC00178,PEOPLE FOR PREISTER,4522 BORMAN STREET,OMAHA,NE,68157-0000,C,Candidate Committee,1992-08-07,99FIS05095,,,
430,32536,99CAC00179,THE PRICE IS RIGHT FOR EDUCATION CAMPAIGN (DISSOLV,"6412 CHESTERFIELD CT.,",LINCOLN,NE,68510,C,Candidate Committee,1997-04-01,,,,2020-11-23 13:18:28.173
431,32537,99CAC00180,SUSAN HILT FOR COUNTY CLERK,"875 South 35th Street,",LINCOLN,NE,68510,C,Candidate Committee,1998-05-28,99FIS00180,,,2021-08-09 09:31:24.980
432,32538,99CAC00181,HOEFT FOR COUNTY ATTORNEY,"516 Hancock Street,",HOLDREGE,NE,68949,C,Candidate Committee,1994-10-28,99FIS00181,,,2021-08-09 09:31:24.980
433,32539,99CAC00182,HOEGER FOR STATE BOARD OF EDUCATION,"5201 Davenport,",OMAHA,NE,68132,C,Candidate Committee,1998-04-10,,,,2021-08-09 09:31:24.980
434,32540,99CAC00183,HOPPE FOR SHERIFF,"RR 1, Box 231,",CEDAR BLUFFS,NE,68015,C,Candidate Committee,1998-04-13,,,,
435,32541,99CAC00184,"HOPPNER FOR GOVERNOR, INC.",6606 SOUTH 34TH,LINCOLN,NE,68516,C,Candidate Committee,1997-10-27,99FIS00184,,,
436,32542,99CAC00185,HORNER FOR SHERIFF COMMITTEE,"117 N. 14th Street, P.O. Box 81",FORT CALHOUN,NE,68023,C,Candidate Committee,1998-02-13,,,,
437,32543,99CAC00186,FRIENDS OF DEB HOUGHTALING SARPY COUNTY CLERK,"1005 Offutt Boulevard,",BELLEVUE,NE,68005,C,Candidate Committee,1989-11-03,99FIS03965,,,
438,32544,99CAC00187,HUTCHINGS FOR COUNTY BOARD COMMITTEE,"2580 South 90th Street,",OMAHA,NE,68124,C,Candidate Committee,1993-08-25,99FIS00187,,,
439,32545,99CAC00188,COMMITTEE TO ELECT RICK CAMPBELL (DISSOLVED),"1123 OKE STREET,",PAPILLION,NE,68046,C,Candidate Committee,1998-06-02,99FIS07532,,,2021-08-09 09:31:24.980
440,32546,99CAC00189,JOHN CARTER FOR STATE LEGISLATURE (1998),"P.O. BOX 57011,",LINCOLN,NE,68505,C,Candidate Committee,1998-04-13,99FIS00189,,,2021-08-09 09:31:24.980
441,32547,99CAC00190,NEBRASKANS FOR JON CHRISTENSEN COMMITTEE(DISSOLVED,"P.O. BOX 540621,",OMAHA,NE,68154,C,Candidate Committee,1997-09-30,,,,
442,32548,99CAC00191,CONNEALY FOR LEGISLATURE (DISSOLVED),2099 OLD HWY 118,DECATUR,NE,68020,C,Candidate Committee,1997-06-19,99FIS00191,,,
443,32598,99CAC00243,SENATOR ERNIE CHAMBER'S RE-ELECTION COMMITTEE (DIS,"3116 N. 24TH STREET,",OMAHA,NE,68110,C,Candidate Committee,1989-04-13,,,,2021-08-09 09:31:24.980
444,32599,99CAC00244,JERRY CHIZEK FOR LEGISLATURE,"2807 South 137th Street,",OMAHA,NE,68144,C,Candidate Committee,1984-03-29,99FIS03077,,,
445,32600,99CAC00245,CITIZENS TO RE-ELECT FRANK CHRISTENSEN(DISSOLVED),4521 JOSEPHINE,LA VISTA,NE,68128,C,Candidate Committee,1993-03-24,99FIS05269,,,
446,32627,99CAC00272,RUTH M. JOHNSON COMMITTEE (DISSOLVED),"819 N. 33RD STREET,",LINCOLN,NE,68503,C,Candidate Committee,1988-10-06,99FIS00272,,,
447,32628,99CAC00273,JONES FOR LEGISLATURE (DISSOLVED),"945 SOUTH D, P.O. BOX 688",BROKEN BOW,NE,68822,C,Candidate Committee,1992-09-04,99FIS00273,,,
448,32629,99CAC00274,SHELLEY KIEL FOR LEGISLATURE,"319 South 53rd Street,",OMAHA,NE,68132,C,Candidate Committee,1996-04-17,99FIS00274,,,
449,32630,99CAC00275,CITIZENS FOR KONECK,"3059 South 32nd Street,",OMAHA,NE,68105,C,Candidate Committee,1993-04-21,99FIS00275,,,
450,32631,99CAC00276,KRISTENSEN FOR LEGISLATURE,"219 N. Brown Avenue,",MINDEN,NE,68959,C,Candidate Committee,1988-01-22,99FIS02381,,,
451,32632,99CAC00277,LANDIS FOR PSC,3400 CALVERT,LINCOLN,NE,68506,C,Candidate Committee,1988-02-25,99FIS00276,,,
452,32633,99CAC00278,LORMONG LO COMMITTEE,3216 CUMING STREET,OMAHA,NE,68131,C,Candidate Committee,1997-02-19,99FIS00277,,,
453,32634,99CAC00279,DAN LYNCH FOR LEGISLATURE,"980 COUNTRY ROAD, RR2 LOT T-5",FREMONT,NE,68025,C,Candidate Committee,1984-04-09,99FIS03100,,,
454,32635,99CAC00280,MCCOLLISTER FOR M.U.D. (DISSOLVED),"8010 HICKORY STREET,",OMAHA,NE,68124,C,Candidate Committee,1978-09-13,,,,
455,32636,99CAC00281,MCKENZIE FOR LEGISLATURE,"RR 3, Box 71,",HARVARD,NE,68944,C,Candidate Committee,1993-04-19,99FIS00280,,,2021-08-09 09:31:24.980
456,32637,99CAC00282,ELECT BILL MCMULLEN COUNTY SUPERVISOR,3806 AVENUE F,KEARNEY,NE,68847,C,Candidate Committee,1992-11-06,,,,
457,32638,99CAC00283,CAROL MCSHANE FOR CITY COUNCIL (DISSOLVED),4731 N 25TH ST,LINCOLN,NE,68521,C,Candidate Committee,1994-03-02,99FIS00282,,,
458,32639,99CAC00284,MATZKE FOR LEGISLATURE,"2311 Maple Street,",SIDNEY,NE,69162,C,Candidate Committee,1994-03-08,99FIS00283,,,
459,32640,99CAC00285,MEIER FOR SCHOOL BOARD,"5617 Lafayette Avenue,",OMAHA,NE,68137,C,Candidate Committee,1992-08-18,,,,2021-01-25 13:23:54.743
460,32641,99CAC00286,FRIENDS OF DREW MILLER,"1904 Barrington Pkwy,",PAPILLION,NE,68046,C,Candidate Committee,1993-10-15,99FIS00285,,,2021-01-25 13:23:54.743
461,32642,99CAC00287,MORRISSEY FOR LEGISLATURE (DISSOLVED),"548 JACKSON, BOX 156",TECUMSEH,NE,68450,C,Candidate Committee,1988-04-27,99FIS00286,,,
462,32643,99CAC00288,MOUL FOR GOVERNOR CAMPAIGN (DISSOLVED),850 SOUTH 51ST STREET,LINCOLN,NE,68510,C,Candidate Committee,1997-11-21,99FIS00287,,,2020-11-23 13:18:28.173
463,32644,99CAC00289,MAXINE MOUL FOR LT. GOVERNOR,850 SOUTH 51ST STREET,LINCOLN,NE,68510,C,Candidate Committee,1990-02-26,99FIS00287,,,2020-11-23 13:18:28.173
464,32645,99CAC00290,BEN NELSON FOR GOVERNOR (DISSOLVED),"12357 CUMING STREET,",OMAHA,NE,68154,C,Candidate Committee,1989-10-30,99FIS06559,,,
465,32646,99CAC00291,NELSON FOR NPPD,"HC 67, Box 99,",OCONTO,NE,68860,C,Candidate Committee,1984-10-15,99FIS00289,,,
466,32647,99CAC00292,NANCY O'BRIEN FOR REGENT,"110 North 117th Street,",OMAHA,NE,68154,C,Candidate Committee,1990-07-24,99FIS00290,,,
467,32648,99CAC00293,KATHY O'CONNOR FOR CITY COUNCIL,"3815 Davenport Street,",OMAHA,NE,68131,C,Candidate Committee,1997-04-04,99FIS06742,,,2021-08-09 09:31:24.980
468,32649,99CAC00294,THOMAS A. O'HARA FOR SARPY COUNTY COMMISSIONER,"517 Bellevue Boulevard, North,",BELLEVUE,NE,68005,C,Candidate Committee,1996-04-25,,,,
469,32650,99CAC00295,COMMITTEE TO ELECT DAN PARK OPPD BOARD (DISSOLVED),"4779 SOUTH 162ND AVENUE,",OMAHA,NE,68135,C,Candidate Committee,1996-03-12,99FIS00293,,,2021-08-09 09:31:24.980
