,EntityKey,CommitteeID,CommitteeName,CommitteeAddress,CommitteeCity,CommitteeState,CommitteeZip,CommitteeType,CommitteeTypeDesc,MostRecentOrganizationDate,MostRecentSupportCandidateId,MostRecentOpposeCandidateId,InsertDate,UpdateDate
896,10416,10CAC01531,MARY JOHNSON FOR BENNINGTON MAYOR (NR),NOT A REGISTERED COMMITTEE,BENNINGTON,NE,68007,C,Candidate Committee,9999-12-31,,,2021-10-24 14:13:22.607,
897,10417,10CAC01532,MARY CAFFEY FOR VALLEY MAYOR (NR),NOT A REGISTERED COMMITTEE,VALLEY,NE,68064,C,Candidate Committee,9999-12-31,,,2021-10-24 14:13:22.607,
898,10418,10CAC01533,CARROLL SMITH FOR VALLEY MAYOR (NR),NOT A REGISTERED COMMITTEE,VALLEY,NE,68064,C,Candidate Committee,9999-12-31,,,2021-10-24 14:13:22.607,
899,10419,10CAC01534,GARY SATHER FOR BENNINGTON CITY COUNCIL (NR),NOT A REGISTERED COMMITTEE,BENNINGTON,NE,68007,C,Candidate Committee,9999-12-31,,,2021-10-24 14:13:22.607,
900,10420,10CAC01535,MAUREEN KONWINSKI FOR RALSTON CITY COUNCIL (NR),NOT A REGISTERED COMMITTEE,OMAHA,NE,68127,C,Candidate Committee,9999-12-31,,,2021-10-24 14:13:22.607,
901,10421,10CAC01536,BEN PREIS FOR RALSTON CITY COUNCIL (NR),NOT A REGISTERED COMMITTEE,OMAHA,NE,68127,C,Candidate Committee,9999-12-31,,,2021-10-24 14:13:22.607,
902,10422,10CAC01537,BETTY WILLMER FOR VALLEY CITY COUNCIL (NR),NOT A REGISTERED COMMITTEE,VALLEY,NE,68064,C,Candidate Committee,9999-12-31,,,2021-10-24 14:13:22.607,
903,10423,10CAC01538,BRYON UECKERT FOR VALLEY CITY COUNCIL (NR),NOT A REGISTERED COMMITTEE,VALLEY,NE,68064,C,Candidate Committee,9999-12-31,,,2021-10-24 14:13:22.607,
904,10424,10CAC01539,GARRY LEE FOR WATERLOO BOARD OF TRUSTEES (NR),NOT A REGISTERED COMMITTEE,WATERLOO,NE,68069,C,Candidate Committee,9999-12-31,,,2021-10-24 14:13:22.607,
905,10425,10CAC01540,BRAD RENTER FOR BENNINGTON BOARD OF ED (NR),NOT A REGISTERED COMMITTEE,BENNINGTON,NE,68007,C,Candidate Committee,9999-12-31,,,2021-10-24 14:13:22.607,
906,10426,10CAC01541,DOUGLAS LAAKER FOR BENNINGTON BOARD OF ED (NR),NOT A REGISTERED COMMITTEE,BENNINGTON,NE,68007,C,Candidate Committee,9999-12-31,,,2021-10-24 14:13:22.607,
907,10427,10CAC01542,GRACE TRAYNOR DO. CO. WEST BD. OF ED.,NOT A REGISTERED COMMITTEE,OMAHA,NE,68102,C,Candidate Committee,9999-12-31,,,2021-10-24 14:13:22.607,
908,10428,10CAC01543,THOMAS GRIMM FOR DO. CO. WEST BD. OF ED. (NR),NOT A REGISTERED COMMITTEE,OMAHA,NE,68102,C,Candidate Committee,9999-12-31,,,2021-10-24 14:13:22.607,
909,10429,10CAC01544,LOUIS LESTER FOR FORT CALHOUN BOARD OF ED (NR),NOT A REGISTERED COMMITTEE,FORT CALHOUN,NE,68023,C,Candidate Committee,9999-12-31,,,2021-10-24 14:13:22.607,
910,10430,10CAC01545,FRITZ STANEK FOR OPS BOARD (NR),NOT A REGISTERED COMMITTEE,OMAHA,NE,68102,C,Candidate Committee,9999-12-31,,,2021-10-24 14:13:22.607,
911,10431,10CAC01546,MARY ELLEN DRICKEY FOR OPS BOARD (NR),NOT A REGISTERED COMMITTEE,OMAHA,NE,68102,C,Candidate Committee,9999-12-31,,,2021-10-24 14:13:22.607,
912,10432,10CAC01547,MOLLY HUNT-SPISAK FOR OPS BOARD (NR),NOT A REGISTERED COMMITTEE,OMAHA,NE,68102,C,Candidate Committee,9999-12-31,,,2021-10-24 14:13:22.607,
913,10433,10CAC01548,STEVE KUTSON FOR BELLEVUE CITY COUNCIL (NR),NOT A REGISTERED COMMITTEE,PAPILLION,NE,68133,C,Candidate Committee,9999-12-31,,,2021-10-24 14:13:22.607,
914,10434,10CAC01549,MARK ELLERBECK FOR LAVISTA CITY COUNCIL (NR),NOT A REGISTERED COMMITTEE,LA VISTA,NE,68128,C,Candidate Committee,9999-12-31,,,2021-10-24 14:13:22.607,
915,10435,10CAC01550,SUSAN WIEDMAN FOR MAYOR (NOT REGISTERED),980 6TH STREET,SCOTTSBLUFF,NE,69361,C,Candidate Committee,1900-01-01,,,2021-10-24 14:13:22.607,
916,10436,10CAC01551,KENT EWING FOR MAYOR (NOT REGISTERED),370 M STREET,GERING,NE,69341,C,Candidate Committee,1900-01-01,,,2021-10-24 14:13:22.607,
917,10437,10CAC01552,LINDA D'ANDREA FOR MAYOR (NOT REGISTERED),226 S. 6TH STREET,BEATRICE,NE,68310,C,Candidate Committee,1900-01-01,,,2021-10-24 14:13:22.607,
918,10438,10CAC01553,DON KURRE FOR NORTH PLATTE CITY COUNCIL (NR),NOT A REGISTERED COMMITTEE,ALLIANCE,NE,69301,C,Candidate Committee,9999-12-31,,,2021-10-24 14:13:22.607,
919,10439,10CAC01554,NADC TEST COMMITTEE - CANDIDATES,NOT A REGISTERED COMMITTEE,Lincoln,NE,68509,C,Candidate Committee,9999-12-31,,,2021-10-24 14:13:22.607,
920,12686,10IRC00495,SURVEY NEBRASKA (DISSOLVED),1327 H STREET STE 300,LINCOLN,NE,68508,I,Independent Reporting Committee,2010-10-26,,,2021-10-24 14:13:22.607,
921,12687,10IRC00499,"LEADERSHIP COMMITTEE, THE (DISSOLVED)",6015 N 167TH TERRACE PLAZA,OMAHA,NE,68116,I,Independent Reporting Committee,2010-10-28,,,2021-10-24 14:13:22.607,
922,12688,10IRC00500,CITIZENS FOR OMAHA'S FUTURE (DISSOLVED),"11404 WEST DODGE ROAD, SUITE 659",OMAHA,NE,68154,I,Independent Reporting Committee,2010-12-20,,,2021-10-24 14:13:22.607,
923,12689,10PAC00164,NE HOSPITAL ASSOCIATION PAC,"3255 SALT CREEK CIRCLE, SUITE 100",LINCOLN,NE,68504,S,Separate Segregated Political Fund Committee,2010-04-08,,,2021-10-24 14:13:22.607,
924,12690,10PPC00065,ELKHORN VOTES (NR),NOT A REGISTERED COMMITTEE,OMAHA,NE,68104,T,Political Party Committee,9999-12-31,,,2021-10-24 14:13:22.607,
925,12691,10PPC00066,YOUNG REPUBLICANS OF OMAHA (NR),5823 HAMILTON,OMAHA,NE,68132,T,Political Party Committee,9999-12-31,,,2021-10-24 14:13:22.607,
926,12692,10PPC00067,NE DEMOCRATIC WOMENS CAUCUS,3701 O STREET,LINCOLN,NE,68510,T,Political Party Committee,2010-10-01,,,2021-10-24 14:13:22.607,
927,12693,11BQC00290,TAXPAYERS PUTTING OMAHA FIRST (DISSOLVED),"1411 HARNEY STREET, SUITE 200",OMAHA,NE,68102,B,Ballot Question,2011-01-12,,,2021-10-24 14:13:22.607,
928,12694,11BQC00291,NADC TEST COMMITTEE - BALLOT QUESTIONS,NOT A REGISTERED COMMITTEE,Lincoln,NE,68509,B,Ballot Question,2010-01-01,,,2021-10-24 14:13:22.607,
929,12695,11BQC00292,OSMOND COMMUNITY SCHOOLS BOND ISSUE,NOT REGISTERED,OSMOND,NE,68765,B,Ballot Question,1999-01-01,,,2021-10-24 14:13:22.607,
930,12696,11BQC00293,VOTE YES GRETNA COMMITTEE,21890 PLUM CREEK DRIVE; PO BOX 555,GRETNA,NE,68028,B,Ballot Question,2011-02-03,,,2021-10-24 14:13:22.607,
931,12697,11BQC00294,RALSTON ARENA COMPLEX ELECTION (DISSOLVED),5014 S 77 AVENUE,OMAHA,NE,68127,B,Ballot Question,2011-03-29,,,2021-10-24 14:13:22.607,
932,12698,11BQC00295,KEARNEY COUNTY HOSPITAL IMPROVEMENT COMMITTEE (NR),PO BOX 338,MINDEN,NE,68959,B,Ballot Question,1999-01-01,,,2021-10-24 14:13:22.607,
933,12699,11BQC00296,LAKEVIEW COMMUNITY SCHOOLS BOND (NR),NOT REGISTERED,LINCOLN,NE,68508,B,Ballot Question,1900-01-01,,,2021-10-24 14:13:22.607,
934,12700,11BQC00297,NE CANNABIS INITIATIVE (DISSOLVED),41522 HWY 6/34,HOLBROOK,NE,68948,B,Ballot Question,2011-07-28,,,2021-10-24 14:13:22.607,
935,12701,11BQC00298,ADVOCATES FOR CMS (DISSOLVED),3660 BROOKSHIRE PL,COLUMBUS,NE,68601,B,Ballot Question,2011-09-07,,,2021-10-24 14:13:22.607,
936,12702,11BQC00299,YES FOR WEEPING WATER SCHOOL BOND (DISSOLVED),8114 132ND STREET,WEEPING WATER,NE,68463,B,Ballot Question,2011-09-20,,,2021-10-24 14:13:22.607,
937,12703,11BQC00300,CITIZENS FOR MILLARD PUBLIC SCHOOLS (2011),"14707 CALIFORNIA ST, SUITE 10",OMAHA,NE,68154,B,Ballot Question,2011-09-27,,,2021-10-24 14:13:22.607,
938,12704,11BQC00301,ELKHORN CITIZENS COMMITTEE FOR EDUCATION (2011),3817 NORTH 206TH STREET,ELKHORN,NE,68022,B,Ballot Question,2011-10-24,,,2021-10-24 14:13:22.607,
939,12705,11BQC00302,ADAMS CENTRAL PATRONS & TEACHERS FOR STUDENTS 2011,2706 NORTH BALTIMORE AVENUE,HASTINGS,NE,68901,B,Ballot Question,2011-10-28,,,2021-10-24 14:13:22.607,
940,12706,11BQC00303,YES FOR YHS (NOT REGISTERED),1620 HARRE LANE,YORK,NE,68467,B,Ballot Question,1900-01-01,,,2021-10-24 14:13:22.607,
941,12707,11CAC01555,DAVE BLOOMFIELD FOR LEGISLATURE,56242 851 RD,HOSKINS,NE,68740,C,Candidate Committee,2011-04-14,10FIS12098,,2021-10-24 14:13:22.607,
942,12708,11CAC01556,EDWIN MAYO FOR MAYOR (GERING) (NR),NOT A REGISTERED COMMITTEE,OMAHA,NE,68102,C,Candidate Committee,9999-12-31,,,2021-10-24 14:13:22.607,
943,12709,11CAC01557,KELLY SELL FOR LAVISTA CITY COUNCIL (NR),NOT A REGISTERED COMMITTEE,LA VISTA,NE,68128,C,Candidate Committee,9999-12-31,,,2021-10-24 14:13:22.607,
944,12710,11CAC01558,STACIE HIGGINS FOR SCHOOL BOARD (NR),NOT A REGISTERED COMMITEE,ZIP NOT VALID,NE,68555,C,Candidate Committee,9999-12-31,,,2021-10-24 14:13:22.607,
945,12711,11CAC01559,JANET GOODMAN BANKS FOR SCC,NOT REGISTERED,LINCOLN,NE,68516,C,Candidate Committee,1999-01-01,,,2021-10-24 14:13:22.607,
946,12712,11CAC01560,PAUL WEBER FOR NRD,NOT A REGISTERED COMMITTEE,LINCOLN,NE,68518,C,Candidate Committee,1999-01-01,,,2021-10-24 14:13:22.607,
947,12713,11CAC01561,IVY HARPER FOR HOUSE OF REPRESENTIVES,NOT REGISTERED,LINCOLN,NE,68510,C,Candidate Committee,1999-01-01,,,2021-10-24 14:13:22.607,
948,12714,11CAC01562,STEVE SCHREINER FOR PAPILLION SCHOOL BOARD (NR),NOT A REGISTERED COMMITTEE,PAPILLION,NE,68046,C,Candidate Committee,9999-12-31,,,2021-10-24 14:13:22.607,
949,12715,11CAC01563,KIM HAWLEY FOR BELLEVUE SCHOOL BOARD (NR),NOT A REGISTERED COMMITTEE,OMAHA,NE,68102,C,Candidate Committee,9999-12-31,,,2021-10-24 14:13:22.607,
950,12716,11CAC01564,SETH RYE FOR LANCASTER CO CLERK (NR),NOT A REGISTERED COMMITTEE,LINCOLN,NE,68508,C,Candidate Committee,9999-12-31,,,2021-10-24 14:13:22.607,
951,12717,11CAC01565,KEVIN FORNOFF FOR SWPPD (NR),NOT A REGISTERED COMMITTEE,GRANT,NE,69140,C,Candidate Committee,9999-12-31,,,2021-10-24 14:13:22.607,
952,12718,11CAC01566,BUFFINGTON FOR MAYOR 2011 (DISSOLVED),3112 S. 13TH STREET,LINCOLN,NE,68502,C,Candidate Committee,2011-02-18,11FIS12123,,2021-10-24 14:13:22.607,
953,12719,11CAC01568,NELSON FOR CITY COUNCIL,1130 GARFIELD STREET,LINCOLN,NE,68502,C,Candidate Committee,2011-02-25,11FIS12127,,2021-10-24 14:13:22.607,
954,12720,11CAC01569,CARL ESKRIDGE FOR CITY COUNCIL,128 N 13TH STREET APT 1007,LINCOLN,NE,68508,C,Candidate Committee,2011-02-08,10FIS11974,,2021-10-24 14:13:22.607,
955,12721,11CAC01571,FRIENDS OF CHAD WRIGHT (DISSOLVED),1924 N 30TH STREET,LINCOLN,NE,68503,C,Candidate Committee,2011-03-10,10FIS11703,,2021-10-24 14:13:22.607,
956,12722,11CAC01572,KATIE FOR LPS,600 LAKEWOOD DRIVE,LINCOLN,NE,68510,C,Candidate Committee,2011-03-21,11FIS12146,,2021-10-24 14:13:22.607,
957,12723,11CAC01573,MELISSA HILTY FOR LINCOLN CITY COUNCIL #1 (NR),NOT A REGISTERED COMMITTEE,LINCOLN,NE,68502,C,Candidate Committee,9999-12-31,,,2021-10-24 14:13:22.607,
958,12724,11CAC01575,BOBBI FOR COUNCIL,"3140 O STREET, SUITE 205; PO BOX 80052",LINCOLN,NE,68501,C,Candidate Committee,2011-03-25,11FIS12137,,2021-10-24 14:13:22.607,
959,12725,11CAC01576,ANGELA HOGAN BOARD OF EDUCATION (NR),NOT A REGISTERED COMMITTEE,COLUMBUS,NE,68601,C,Candidate Committee,2011-03-29,,,2021-10-24 14:13:22.607,
960,12726,11CAC01577,MELISSA HILTY CITY COUNCIL(NOT REGISTERED),NOT A REGISTERED COMMITTEE,LINCOLN,NE,68501,C,Candidate Committee,2011-03-29,,,2021-10-24 14:13:22.607,
961,12727,11CAC01578,ANNA WISHART FOR AIRPORT AUTHORITY (DISSOLVED),1845 D STREET NORTH 2,LINCOLN,NE,68508,C,Candidate Committee,,,,2021-10-24 14:13:22.607,
962,12728,11CAC01580,THOMAS MULLIGAN FOR OMAHA CITY COUNCIL (DISSOLVED),12311 CHARLES STREET,OMAHA,NE,68154,C,Candidate Committee,2011-06-07,10FIS12025,,2021-10-24 14:13:22.607,
963,12729,11CAC01581,HOVE FOR AIRPORT AUTHORITY,6000 VILLAGE DRIVE,LINCOLN,NE,68516,C,Candidate Committee,2011-04-21,07FIS10875,,2021-10-24 14:13:22.607,
964,12730,11CAC01585,TURCO FOR LEGISLATURE,16330 WRIGHT CIRCLE,OMAHA,NE,68130,C,Candidate Committee,2011-07-11,11FIS12179,,2021-10-24 14:13:22.607,
965,12731,11CAC01586,TONY FULTON COMMITTEE (DISSOLVED 2013),6100 S. 31ST STREET,LINCOLN,NE,68516,C,Candidate Committee,2011-06-30,06FIS10767,,2021-10-24 14:13:22.607,
966,12732,11CAC01587,VERN BARRETT FOR LEGISLATURE,"130 W. ELM, BOX 36",CERESCO,NE,68017,C,Candidate Committee,2011-07-08,07FIS10923,,2021-10-24 14:13:22.607,
967,12733,11CAC01588,MURANTE FOR LEGISLATURE( USE NEBRASKANS FOR MURANT,11814 S. 211TH STREET,GRETNA,NE,68028,C,Candidate Committee,2011-07-19,11FIS12183,,2021-10-24 14:13:22.607,
968,12734,11CAC01589,HAL DAUB FOR REGENT,314 NORTH 97TH CT,OMAHA,NE,68114,C,Candidate Committee,2011-08-22,99FIS00251,,2021-10-24 14:13:22.607,
969,12735,11CAC01590,CITIZENS FOR GRONSTAL (NOT REGISTERED),NOT REGISTERED,OMAHA,NE,68117,C,Candidate Committee,1900-01-01,,,2021-10-24 14:13:22.607,
970,12736,11CAC01591,RICHARD CARTER FOR LEGISLATURE,14411 S. 27TH STREET,BELLEVUE,NE,68123,C,Candidate Committee,2011-09-15,11FIS12194,,2021-10-24 14:13:22.607,
971,12737,11CAC01592,NEIGHBORS FOR SARA HOWARD,132 N. 40TH STREET,OMAHA,NE,68131,C,Candidate Committee,2011-09-23,11FIS12198,,2021-10-24 14:13:22.607,
972,12738,11CAC01593,WILLIAM FORSEE METRO COMMUNITY COLLEGE/REGENT -NR,NOT A REGISTERED COMMITTEE,OMAHA,NE,68138,C,Candidate Committee,2011-09-30,,,2021-10-24 14:13:22.607,
973,12739,11CAC01594,FRIENDS OF MIKE HILGERS (DISSOLVED),508 W. KEATING CIRCLE,LINCOLN,NE,68521,C,Candidate Committee,2011-10-14,11FIS12201,,2021-10-24 14:13:22.607,
974,12740,11CAC01596,BOLZ FOR LEGISLATURE,4401 CALVERT STREET,LINCOLN,NE,68506,C,Candidate Committee,2011-10-24,11FIS12202,,2021-10-24 14:13:22.607,
975,12741,11CAC01597,FRIENDS OF MARK QUANDAHL (DISSOLVED),16729 LEAVENWORTH CIRCLE,OMAHA,NE,68118,C,Candidate Committee,2011-10-24,99FIS00377,,2021-10-24 14:13:22.607,
976,12742,11CAC01598,LAMBERT FOR LEGISLATURE COMMITTEE(DISSOLVED),1218 ECHO LANE,PLATTSMOUTH,NE,68048,C,Candidate Committee,2011-12-09,11FIS12205,,2021-10-24 14:13:22.607,
977,12743,11CAC01599,SHEEHY FOR GOVERNOR,3220 JAMESTOWN RD,LINCOLN,NE,68516,C,Candidate Committee,2011-12-06,99FIS07782,,2021-10-24 14:13:22.607,
978,12744,11CAC01600,FRIENDS OF RON HARTNETT COMMITTEE,1621 HICKORY STREET,DAKOTA CITY,NE,68731,C,Candidate Committee,2011-12-07,11FIS12210,,2021-10-24 14:13:22.607,
979,12745,11CAC01603,KOLOWSKI FOR LEGISLATURE,4815 SOUTH 158 CIRCLE,OMAHA,NE,68135,C,Candidate Committee,2011-12-15,11FIS12209,,2021-10-24 14:13:22.607,
980,13302,12BQC00304,"CAMPAIGN FOR SAFE, WARM, AND DRY SCHOOLS (DISSOLVE",PO BOX 505,CHADRON,NE,69337,B,Ballot Question,2012-01-20,,,2021-10-24 14:13:22.607,
981,13303,12BQC00305,NE PETITION RIGHTS COMMITTEE,2916 S. 132ND STREET,OMAHA,NE,68144,B,Ballot Question,2012-01-25,,,2021-10-24 14:13:22.607,
982,13304,12BQC00306,SUPPORTERS OF NORRIS BOND ISSUE (NOT REGISTERED),,HICKMAN,NE,68372,B,Ballot Question,1900-01-01,,,2021-10-24 14:13:22.607,
983,13305,12BQC00307,FUTURE FACILITIES COMMITTEE (NOT REGISTERED),1002 RD 14,GENEVA,NE,68361,B,Ballot Question,2012-02-10,,,2021-10-24 14:13:22.607,
984,13306,12BQC00309,FOR OUR CHILDREN (NOT REGISTERED),1002 ROAD 14,GENEVA,NE,68361,B,Ballot Question,1900-01-01,,,2021-10-24 14:13:22.607,
985,13307,12BQC00310,NEBRASKANS FOR WORKERS COMPENSATION EQUITY (NR),NOT A REGISTERED COMMITTEE,ZIP NOT VALID,NE,68599-9999,B,Ballot Question,2012-03-12,,,2021-10-24 14:13:22.607,
986,13308,12BQC00311,SCRIBNER-SNYDER 4 THE FUTURE (NOT REGISTERED),,SCRIBNER,NE,68057,B,Ballot Question,2012-04-06,,,2021-10-24 14:13:22.607,
987,13309,12BQC00314,BUTLER COUNTY EVENT CENTER (NOT REGISTERED),1285 NORTH 8TH STREET,DAVID CITY,NE,68632,B,Ballot Question,2012-05-03,,,2021-10-24 14:13:22.607,
988,13310,12BQC00315,VOTE YES FOR BCS (DISSOLVED),2612 HILLVIEW DRIVE,ALBION,NE,68620,B,Ballot Question,2012-05-09,,,2021-10-24 14:13:22.607,
989,13311,12BQC00316,BOND ISSUE PROMOTION COMMITTEE (NOT REGISTERED),103 NORTH PARK,OAKLAND,NE,68045,B,Ballot Question,1900-01-01,,,2021-10-24 14:13:22.607,
990,13312,12BQC00319,,,,,,,,,,,2021-10-24 14:13:22.607,
991,13313,12BQC00320,MORE GOOD JOBS FOR GRAND ISLAND (DISSOLVED),"308 NORTH LOCUST, STE 400, PO BOX 1151",GRAND ISLAND,NE,68802,B,Ballot Question,2012-07-20,,,2021-10-24 14:13:22.607,
992,13314,12BQC00321,WESTSIDE CARES BALLOT COMMITTEE (DISSOLVED),409 SOUTH 17TH STREET,OMAHA,NE,68102,B,Ballot Question,2012-08-17,,,2021-10-24 14:13:22.607,
993,13315,12BQC00322,OGALLALA SCHOOL &AMP; COMMUNITY COMMITTEE (NR),NOT A REGISTERED COMMITTEE,OGALLALA,NE,69153,B,Ballot Question,2012-10-09,,,2021-10-24 14:13:22.607,
994,13316,12BQC00323,LINCOLN LIAISON COMMITTEE (2012 ELECTION),"301 SOUTH 13TH STREET, SUITE 101",LINCOLN,NE,68508,B,Ballot Question,2012-10-10,,,2021-10-24 14:13:22.607,
995,13317,12BQC00324,NEBRASKANS TO PRESERVE TERM LIMITS-NPTL (DISSOLVED,1112 BROWN ST,HOLDREGE,NE,68949,B,Ballot Question,2012-10-25,,,2021-10-24 14:13:22.607,
996,13318,12BQC00325,NEBRASKANS AGAINST AMENDMENT 3-SAVE TERM LIMITS(NO,9523 CANAL ROAD,NORTH PLATTE,NE,69101,B,Ballot Question,2012-11-02,,,2021-10-24 14:13:22.607,
997,13319,12BQC00326,I'M FOR A & B (NOT REGISTERED),123 SUNSET DRIVE,HEBRON,NE,68370,B,Ballot Question,1900-01-01,,,2021-10-24 14:13:22.607,
998,13320,12BQC00327,STAY EQUAL OMAHA (DISSOLVED 2013),319 S. 17TH STREET SUITE 210,OMAHA,NE,68102,B,Ballot Question,2012-11-13,,,2021-10-24 14:13:22.607,
999,13321,12BQC00328,AMENDMENT 4 TO INCREASE LEGISLATIVE SALARIES (NR),1445 K STREET,Lincoln,NE,68509,B,Ballot Question,2012-12-07,,,2021-10-24 14:13:22.607,
1000,13322,12CAC01604,COMMITTEE TO ELECT JACK ANDERSEN (DISSOLVED),3484 520TH ROAD,RUSHVILLE,NE,69360,C,Candidate Committee,2011-12-27,06FIS10558,,2021-10-24 14:13:22.607,
1001,13323,12CAC01605,JERRY JOHNSON FOR LEGISLATURE,3540EAST 9TH STREET,WAHOO,NE,68066,C,Candidate Committee,2012-01-04,11FIS12206,,2021-10-24 14:13:22.607,
1002,13324,12CAC01606,SUSAN SCOTT FOR LEGISLATURE,5343 COOPER AVE,LINCOLN,NE,68506,C,Candidate Committee,2012-01-05,07FIS10965,,2021-10-24 14:13:22.607,
1003,13325,12CAC01607,BILL FORSEE FOR MCC (NOT REGISTERED),4942 GREENE AVE,OMAHA,NE,68157,C,Candidate Committee,2012-01-13,,,2021-10-24 14:13:22.607,
1004,13326,12CAC01608,LINDA MCDERMITT FOR MCC (NOT REGISTERED),2132 S 179TH STREET,OMAHA,NE,68130,C,Candidate Committee,2012-01-13,,,2021-10-24 14:13:22.607,
1005,13327,12CAC01609,FRIENDS FOR SUE CRAWFORD,1806 MADISON STREET,BELLEVUE,NE,68005,C,Candidate Committee,2012-01-18,12FIS12221,,2021-10-24 14:13:22.607,
1006,13328,12CAC01611,CASH FOR THE 43RD,1605 390TH TRAIL,GORDON,NE,69343,C,Candidate Committee,2012-01-20,99FIS06182,,2021-10-24 14:13:22.607,
1007,13329,12CAC01613,STEVE DAWES FOR BELLEVUE CITY COUNCIL(NOT REGISTER,NOT A REGISTERED COMMITTEE,OMAHA,NE,68157,C,Candidate Committee,2012-01-24,,,2021-10-24 14:13:22.607,
1008,13330,12CAC01614,DARL NAUMANN FOR LANCASTER COUNTY BOARD(DISSOLVED),1035 SOUTH 35TH STREET,LINCOLN,NE,68510,C,Candidate Committee,2012-01-25,12FIS12249,,2021-10-24 14:13:22.607,
1009,13331,12CAC01615,ANN FERLIC ASHFORD FOR REGENT (DISSOLVED),7926 SHIRLEY CIRCLE,OMAHA,NE,68124,C,Candidate Committee,2012-01-27,11FIS12199,,2021-10-24 14:13:22.607,
1010,13332,12CAC01616,LARRY BRADLEY FOR REGENT (DISSOLVED),6068 COUNTRY CLUB OAKS PLACE,OMAHA,NE,68152,C,Candidate Committee,2012-01-30,05FIS10029,,2021-10-24 14:13:22.607,
1011,13333,12CAC01617,HEIDEMANN FOR REGENT(DISSOLVED),215 MAIN STREET,STEINAUER,NE,68441,C,Candidate Committee,2012-01-30,99FIS09526,,2021-10-24 14:13:22.607,
1012,13334,12CAC01620,ROMA AMUNDSON FOR COUNTY COMMISSIONER,PO BOX 245,WALTON,NE,68461,C,Candidate Committee,2012-02-02,12FIS12245,,2021-10-24 14:13:22.607,
1013,13335,12CAC01621,SEILER FOR UNICAMERAL,303 WEST LOCHLAND ROAD,HASTINGS,NE,68901,C,Candidate Committee,2012-02-06,12FIS12248,,2021-10-24 14:13:22.607,
1014,13336,12CAC01624,,,,,,,,,,,2021-10-24 14:13:22.607,
1015,13337,12CAC01625,RAVENSCROFT FOR LEGISLATURE,35881 RAVENSCROFT LN,NENZEL,NE,69219,C,Candidate Committee,2012-02-28,99FIS06316,,2021-10-24 14:13:22.607,
1016,13338,12CAC01626,ZIMMERMAN FOR LEGISLATURE,4907 BELLHAVEN,LINCOLN,NE,68516,C,Candidate Committee,2012-03-07,12FIS12242,,2021-10-24 14:13:22.607,
1017,13339,12CAC01627,MIKE SMITH FOR LEGISLATURE (DISSOLVED),4810 BEAR CREEK RD,LINCOLN,NE,68516,C,Candidate Committee,2012-03-08,12FIS12236,,2021-10-24 14:13:22.607,
1018,13340,12CAC01628,MIKE JONES FOR REGENT (DISSOLVED),222 NORTH 5TH STREET,DAVID CITY,NE,68632,C,Candidate Committee,2012-03-09,12FIS12345,,2021-10-24 14:13:22.607,
1019,13341,12CAC01629,PILLEN FOR REGENT,4438 OLD MILL COURT,COLUMBUS,NE,68601,C,Candidate Committee,2012-03-13,12FIS12306,,2021-10-24 14:13:22.607,
1020,13342,12CAC01630,LILLIE LARSEN FOR STATE BOARD OF EDUCATION,4041 THORN CT,LINCOLN,NE,68520,C,Candidate Committee,2012-03-13,99FIS00008,,2021-10-24 14:13:22.607,
1021,13343,12CAC01631,DAVID COPPLE FOR REGENT,3405 ROLLING HILLS DRIVE,NORFOLK,NE,68701,C,Candidate Committee,2012-03-14,09FIS11462,,2021-10-24 14:13:22.607,
1022,13344,12CAC01632,DAVID CORBIN FOR OPPD,1002 NORTH 49TH ST,OMAHA,NE,68132,C,Candidate Committee,2012-03-16,12FIS12261,,2021-10-24 14:13:22.607,
1023,13345,12CAC01634,MICHAEL PETERSEN FOR LEGISLATURE,2004 AUSTIN LANE,FREMONT,NE,68025,C,Candidate Committee,2012-03-20,12FIS12351,,2021-10-24 14:13:22.607,
1024,13346,12CAC01635,JIM BEGLEY FOR MUD BOARD,15387 NICHOLAS ST.,OMAHA,NE,68154,C,Candidate Committee,2012-03-20,08FIS11326,,2021-10-24 14:13:22.607,
1025,13347,12CAC01636,DON KELLY FOR COUNTY BOARD,4803 LAKESIDE CIRCLE,PAPILLION,NE,68133,C,Candidate Committee,2012-03-20,12FIS12263,,2021-10-24 14:13:22.607,
1026,13348,12CAC01637,VOTE NEKUDA TEAM (DISSOLVED),3703 MARIE STREET,LAVISTA,NE,68147,C,Candidate Committee,2012-03-20,99FIS06170,,2021-10-24 14:13:22.607,
1027,13349,12CAC01638,FRANCIS BIEHL,29775 160TH ROAD,KEARNEY,NE,68847,C,Candidate Committee,2012-03-22,08FIS10996,,2021-10-24 14:13:22.607,
1028,13350,12CAC01640,BRENDA CARLISLE FOR COUNTY COMMISSIONER,7332 LA VISTA DRIVE,LA VISTA,NE,68128,C,Candidate Committee,2012-04-02,12FIS12278,,2021-10-24 14:13:22.607,
1029,13351,12CAC01641,SCHEER FOR STATE LEGISLATURE (2016),2705 DOVER DRIVE,NORFOLK,NE,68701,C,Candidate Committee,2012-03-27,99FIS09502,,2021-10-24 14:13:22.607,
1030,13352,12CAC01643,MAYHEW FOR LEGISLATURE,5041 S. 30TH,LINCOLN,NE,68516,C,Candidate Committee,9999-12-31,99FIS08506,,2021-10-24 14:13:22.607,
